id,category,gold,pred,correct,truncated,n_tokens
7f21620f,cryptarithm_deduce,")""/{",<>>!],0,0,682
ca85809b,cryptarithm_deduce,%!^&,]&@,0,0,593
2d89386e,cryptarithm_deduce,:,"]{

\box",0,1,7680
f2a25cf9,cryptarithm_deduce,:!,!,0,0,855
d7bcb4a6,cryptarithm_deduce,}{,:#],0,0,709
be7a9eb1,cryptarithm_deduce,[]`',\%][,0,0,641
b2a8384e,cryptarithm_deduce,-$,-}]},0,0,748
a26065d4,cryptarithm_deduce,<',&,0,0,549
a12f00f4,cryptarithm_deduce,$:[,`$,0,0,650
162ff61a,cryptarithm_deduce,?!,%&?,0,0,731
e582df31,cryptarithm_deduce,}@,?@,0,0,616
56ac76c6,cryptarithm_deduce,>&{,{`{,0,0,716
23c59364,cryptarithm_deduce,>/,},0,0,729
eac0e775,cryptarithm_deduce,<@<(,@|<,0,0,762
9f8fda8a,cryptarithm_deduce,\#,!<,0,0,919
ae4aef23,cryptarithm_deduce,%<<,[#&,0,0,717
9cc02bc1,cryptarithm_deduce,:#:',:],0,0,741
d350828e,cryptarithm_deduce,}!||,,0,0,693
bb9dd0ad,cryptarithm_deduce,/^//,`?`,0,0,770
d23f4166,cryptarithm_deduce,{|)@,@,0,0,547
434ca68a,cryptarithm_deduce,%&&,):%,0,0,778
f80d2e10,cryptarithm_deduce,{)^],"&""}'",0,0,832
712fe3e4,cryptarithm_deduce,:#$#,$$$,0,0,635
23b0eb54,cryptarithm_deduce,]/:),)(:/,0,0,618
d6c03e21,cryptarithm_deduce,&(`#,&'#,0,0,759
ff0e37ae,cryptarithm_deduce,"%'""`",]|',0,0,647
42bde66c,cryptarithm_deduce,>),{#,0,0,643
dbdbbaa3,cryptarithm_deduce,>'',(#,0,0,675
02b8d816,cryptarithm_deduce,>$$>,!%``,0,0,692
6beb3a1f,cryptarithm_deduce,??,},0,0,660
d29e19a4,cryptarithm_deduce,?|,&,0,0,767
41554020,cryptarithm_deduce,?:,&,0,0,819
a0db1e75,cryptarithm_deduce,"-""!",-!],0,0,796
10b71e8a,cryptarithm_deduce,#}:,?&,0,0,830
f06547b1,cryptarithm_deduce,"[%""",@%,0,0,823
191ac967,cryptarithm_deduce,!>,<}?,0,0,878
8494aad3,cryptarithm_deduce,"""`#&",!,0,0,599
923ac2b5,cryptarithm_deduce,#'<@,@\}',0,0,598
dc6c0d49,cryptarithm_deduce,:>?#,\>,0,0,810
cd2e20b9,cryptarithm_deduce,||`,1,0,1,7680
cad4b9a7,cryptarithm_deduce,"#""^",'}[,0,0,723
9346686a,cryptarithm_deduce,:(,!,0,0,610
3e5c7d9b,cryptarithm_deduce,-(|,-$],0,0,755
f7d26b8d,cryptarithm_deduce,/@,\`,0,0,752
a88f9fe3,cryptarithm_deduce,<],2,0,1,7680
802c3591,cryptarithm_deduce,"`""""""",!,0,0,592
f7828fc1,cryptarithm_deduce,"@${""",@,0,0,601
d7662688,cryptarithm_deduce,]&]],]@@],0,0,696
3b206148,cryptarithm_deduce,!>?,(?,0,0,728
1fb37a08,cryptarithm_deduce,$!:,4,0,1,7680
1d15b7e6,cryptarithm_deduce,|['{,$![^,0,0,767
4de466bf,cryptarithm_deduce,^[,@$,0,0,544
df3262bc,cryptarithm_deduce,]/,-?,0,0,725
a1503629,cryptarithm_deduce,@)[[,)$<,0,0,675
7a5cfe3e,cryptarithm_deduce,-#>,&$,0,0,840
ba7d54c4,cryptarithm_deduce,>((<,`&,0,0,574
9eaae1f1,cryptarithm_deduce,/\,a,0,0,609
2ff200fb,cryptarithm_deduce,)^,-^?,0,0,737
9fbd6a44,cryptarithm_deduce,::'',>@\[,0,0,830
9081e954,cryptarithm_deduce,}{#,%|#@,0,0,753
12734c90,cryptarithm_deduce,]@>[,[@{],0,0,791
a610040a,cryptarithm_deduce,:(|:,"&""??",0,0,750
7cac497a,cryptarithm_deduce,"%""""`",&%,0,0,808
810028f1,cryptarithm_deduce,-&\,&\,0,0,763
a77be9fa,cryptarithm_deduce,"[""",$},0,0,645
b9f1d959,cryptarithm_deduce,:>,10,0,1,7680
46fcfa9c,cryptarithm_deduce,-@?,3,0,1,7680
35a562bd,cryptarithm_deduce,(%(?,(?#:,0,0,750
0b0a3643,cryptarithm_deduce,"""""",%),0,0,763
67995540,cryptarithm_deduce,|%@,"&""'",0,0,775
c05828eb,cryptarithm_deduce,-!|,-)&,0,0,743
9b4cffb2,cryptarithm_deduce,&@<,&!,0,0,845
b391ffe1,cryptarithm_deduce,#!,@`#,0,0,680
193c21d5,cryptarithm_deduce,}>[[,`%,0,0,691
2c9a8df6,cryptarithm_deduce,-]\,&[,0,0,613
2a5e45a4,cryptarithm_deduce,`@},:\<,0,0,801
d8d87a89,cryptarithm_deduce,{,:?!,0,0,882
a266aeb5,cryptarithm_deduce,({,?,0,0,6761
60f55291,cryptarithm_deduce,/\|?,!,0,0,772
610bf536,cryptarithm_deduce,^,90,0,1,7680
1ab54795,cryptarithm_deduce,%,((,0,0,659
c413ac69,cryptarithm_deduce,"{""]",:/,0,0,640
d13e92ec,cryptarithm_deduce,?&,-?^,0,0,761
787a1344,cryptarithm_deduce,-[\,-[\,1,0,794
d7aec90d,cryptarithm_deduce,^>\,%<,0,0,629
38c7aca1,cryptarithm_deduce,!!]{,<&|,0,0,750
e483e127,cryptarithm_deduce,#''>,:?<>},0,0,630
a644f19d,cryptarithm_deduce,#:,`[,0,0,767
d5602cc5,cryptarithm_deduce,(%,%!,0,0,610
fa714b83,cryptarithm_deduce,/,#{,0,0,760
0d2e94ff,cryptarithm_deduce,}}^,:},0,0,782
f624f57c,cryptarithm_deduce,[,2,0,1,7680
d0e1010b,cryptarithm_deduce,!&&},^}|$,0,0,749
d2fe9d04,cryptarithm_deduce,)}),"\"">|",0,0,714
9a19fc2d,cryptarithm_deduce,#>[,){,0,0,720
ae64d5e4,cryptarithm_deduce,[,"?""",0,0,742
289602f1,cryptarithm_deduce,?!,10,0,1,7680
6eb85496,cryptarithm_deduce,>^],:@:,0,0,755
acf8c11f,cryptarithm_deduce,"""'",'',0,0,729
684de068,cryptarithm_deduce,"^""",$#,0,0,793
cb7bb0d0,cryptarithm_guess,}!,'>:,0,0,707
99b7018f,cryptarithm_guess,>\:,){^^,0,0,718
9eacc9a2,cryptarithm_guess,%?}%,?,0,0,738
0c30f561,cryptarithm_guess,-],3,0,1,7680
8d9a062b,cryptarithm_guess,^!,%$,0,0,692
4bb8c6cd,cryptarithm_guess,]}\!,/^`!,0,0,797
f3959455,cryptarithm_guess,:$,44,0,1,7680
dba045b0,cryptarithm_guess,`,]],0,0,822
fa4d703a,cryptarithm_guess,"^^""""",^)-),0,0,539
82109e34,cryptarithm_guess,-@>,@$,0,0,578
48817fa0,cryptarithm_guess,##:%,100,0,1,7680
0625f633,cryptarithm_guess,@@//,$)$),0,0,717
837a6ae7,cryptarithm_guess,<>\>,@%,0,0,623
9f1015a1,cryptarithm_guess,-$\,&$,0,0,900
6c30f260,cryptarithm_guess,-\(,:,0,0,701
8f1af066,cryptarithm_guess,-`[,`$!,0,0,635
f45dd620,cryptarithm_guess,-??,{!,0,0,786
b1181806,cryptarithm_guess,|>>,>(&,0,0,744
54e8c553,cryptarithm_guess,$$<<,<^,0,0,736
5e989cc5,cryptarithm_guess,$$,>^,0,0,781
55f4fa64,cryptarithm_guess,{{!?,}|,0,0,599
74914eac,cryptarithm_guess,::,$$!/,0,0,633
27fdca03,cryptarithm_guess,@!,!!&,0,0,799
bbcd608d,cryptarithm_guess,''[,-&%,0,0,783
b271a61c,cryptarithm_guess,*@^,/<^,0,0,682
62fc7798,cryptarithm_guess,}&,?},0,0,780
563bf8f9,cryptarithm_guess,-'/,:%?$,0,0,790
9dfe5ac9,cryptarithm_guess,"'\%""",\))/,0,0,643
cca64860,cryptarithm_guess,(,!&$,0,0,729
5d35ee2e,cryptarithm_guess,&/{,)}&:,0,0,721
40ba1b6f,cryptarithm_guess,$(,{$,0,0,794
2db53c85,cryptarithm_guess,)//:,:<{,0,0,675
02902eb3,cryptarithm_guess,>/,>),0,0,665
c9e16aff,cryptarithm_guess,]:(],"$""##",0,0,675
f5126d48,cryptarithm_guess,${&@,0,0,1,7680
b16d6db2,cryptarithm_guess,":""<",]``,0,0,778
2d624cab,cryptarithm_guess,![)],1000,0,1,7680
5998ac05,cryptarithm_guess,"""<",@,0,0,748
21ee162c,cryptarithm_guess,'&{,&$,0,0,635
73e0994b,cryptarithm_guess,)<',83,0,1,7680
da10a947,cryptarithm_guess,^$!^,#/],0,0,731
7933172a,cryptarithm_guess,^/&`,&,0,0,522
cef4c8a9,cryptarithm_guess,]`,-\[,0,0,817
e6af1658,cryptarithm_guess,)})/,]!{}],0,0,709
5501c054,cryptarithm_guess,[#>#,-[[,0,0,765
efc9691d,cryptarithm_guess,+$(,([,0,0,779
07b440f0,cryptarithm_guess,@$^$,?$,0,0,687
ca43107b,cryptarithm_guess,?,},0,0,2523
468bf9fc,cryptarithm_guess,>!%,`|,0,0,667
da51295d,cryptarithm_guess,@]`,`[,0,0,485
258b796b,cryptarithm_guess,`]|[,|%&},0,0,627
0c0c6320,cryptarithm_guess,""":!|","[""|",0,0,794
72413b7f,cryptarithm_guess,"""/#",/{?,0,0,726
303c84ea,cryptarithm_guess,#$$,'$,0,0,816
f9799a68,cryptarithm_guess,&:/?,|^&$,0,0,700
fc3982df,cryptarithm_guess,"#\[""","""""/:",0,0,771
432b1110,cryptarithm_guess,%[:?,[{<?,0,0,716
9ff449aa,cryptarithm_guess,"%"">",>%,0,0,864
a9d91ec1,cryptarithm_guess,:'%?,`$:!,0,0,700
f4f92956,cryptarithm_guess,(`)),`%,0,0,685
1a493b13,cryptarithm_guess,-],@,0,0,668
51352792,cryptarithm_guess,"`""<`",#!`/,0,0,778
398478f6,cryptarithm_guess,:[,\|,0,0,704
d407570e,cryptarithm_guess,)}}&,&|,0,0,677
f1680db9,cryptarithm_guess,:|#>,%>##,0,0,771
e126a1e3,cryptarithm_guess,"<"":",@\(?,0,0,793
5b2523e6,cryptarithm_guess,&&,!,0,0,643
e4ca4f9e,cryptarithm_guess,'#{,&#^,0,0,774
0fcf912a,cryptarithm_guess,|#&!,?&,0,0,724
18bce168,cryptarithm_guess,@&`{,}<,0,0,651
0da1841f,cryptarithm_guess,(\#%,!#\,0,0,842
7a65a8eb,cryptarithm_guess,}'#',\^'&,0,0,691
94b3156f,cryptarithm_guess,)'',"|()""}",0,0,144
4a02017f,cryptarithm_guess,'&},@,0,0,617
8a0c1aab,cryptarithm_guess,<,&$,0,0,616
86088a1b,cryptarithm_guess,&,^`!},0,0,150
82baf39f,cryptarithm_guess,`<@,`</@,0,0,719
6fc35fc2,cryptarithm_guess,/}',|'^/,0,0,750
97abca56,cryptarithm_guess,`#::,&?&',0,0,618
98eed496,cryptarithm_guess,^[}`,`%,0,0,697
deed3497,cryptarithm_guess,\^]],!},0,0,594
da931308,cryptarithm_guess,-(],-`,0,0,590
9935aa11,cryptarithm_guess,-`#,><,0,0,684
d8126121,cryptarithm_guess,$$(:,\%\\,0,0,739
02e871e4,cryptarithm_guess,$',-^],0,0,694
f519ace9,cryptarithm_guess,-(,),0,0,743
25ee72c3,cryptarithm_guess,"#""<<",&$,0,0,774
303fc16b,cryptarithm_guess,'?,}`,0,0,738
34d1d16f,cryptarithm_guess,^|!,@:|/,0,0,651
25e89624,cryptarithm_guess,"[""$",>!,0,0,613
dad3bf21,cryptarithm_guess,-}},<],0,0,733
d6f18fc8,cryptarithm_guess,-},?}?,0,0,822
685be3a7,cryptarithm_guess,>$$,!<,0,0,615
af0e4262,cryptarithm_guess,]{,@$,0,0,703
c922dbb4,cryptarithm_guess,>@,"""\",0,0,631
70851afe,cryptarithm_guess,"@""",{^,0,0,692
055a8b01,cryptarithm_guess,',/,0,0,783
2e8fc884,cryptarithm_guess,<[$,!$,0,0,712
31678582,cryptarithm_guess,<:),&,0,0,753
6cc5dafb,cryptarithm_guess,)(,!,0,0,816
