id,category,gold,pred,correct,truncated,n_tokens
7f21620f,cryptarithm_deduce,")""/{",-2,0,1,7680
ca85809b,cryptarithm_deduce,%!^&,2,0,1,7680
2d89386e,cryptarithm_deduce,:,791,0,1,7680
f2a25cf9,cryptarithm_deduce,:!,^:#,0,0,2080
d7bcb4a6,cryptarithm_deduce,}{,3965,0,1,7680
be7a9eb1,cryptarithm_deduce,[]`',3,0,1,7680
b2a8384e,cryptarithm_deduce,-$,56,0,1,7680
a26065d4,cryptarithm_deduce,<',2,0,1,7680
a12f00f4,cryptarithm_deduce,$:[,[<,0,0,1164
162ff61a,cryptarithm_deduce,?!,7,0,1,7680
e582df31,cryptarithm_deduce,}@,51,0,1,7680
56ac76c6,cryptarithm_deduce,>&{,601,0,1,7680
23c59364,cryptarithm_deduce,>/,3,0,1,7680
eac0e775,cryptarithm_deduce,<@<(,<@@<,0,0,357
9f8fda8a,cryptarithm_deduce,\#,1,0,1,7680
ae4aef23,cryptarithm_deduce,%<<,101,0,1,7680
9cc02bc1,cryptarithm_deduce,:#:',:#:',1,0,377
d350828e,cryptarithm_deduce,}!||,6,0,1,7680
bb9dd0ad,cryptarithm_deduce,/^//,-3,0,1,7680
d23f4166,cryptarithm_deduce,{|)@,3,0,1,7680
434ca68a,cryptarithm_deduce,%&&,109,0,1,7680
f80d2e10,cryptarithm_deduce,{)^],107,0,1,7680
712fe3e4,cryptarithm_deduce,:#$#,230,0,1,7680
23b0eb54,cryptarithm_deduce,]/:),]/:),1,0,308
d6c03e21,cryptarithm_deduce,&(`#,&`#,0,0,334
ff0e37ae,cryptarithm_deduce,"%'""`","%'""`",1,0,299
42bde66c,cryptarithm_deduce,>),3,0,1,7680
dbdbbaa3,cryptarithm_deduce,>'',9,0,1,7680
02b8d816,cryptarithm_deduce,>$$>,>$$>,1,0,354
6beb3a1f,cryptarithm_deduce,??,2,0,1,7680
d29e19a4,cryptarithm_deduce,?|,]\,0,0,4401
41554020,cryptarithm_deduce,?:,-{#,0,0,1354
a0db1e75,cryptarithm_deduce,"-""!",4,0,1,7680
10b71e8a,cryptarithm_deduce,#}:,#},0,0,3572
f06547b1,cryptarithm_deduce,"[%""",6,0,1,7680
191ac967,cryptarithm_deduce,!>,2,0,1,7680
8494aad3,cryptarithm_deduce,"""`#&",3,0,1,7680
923ac2b5,cryptarithm_deduce,#'<@,352,0,1,7680
dc6c0d49,cryptarithm_deduce,:>?#,\!:,0,0,1212
cd2e20b9,cryptarithm_deduce,||`,76,0,1,7680
cad4b9a7,cryptarithm_deduce,"#""^",33,0,1,7680
9346686a,cryptarithm_deduce,:(,5,0,1,7680
3e5c7d9b,cryptarithm_deduce,-(|,-2,0,1,7680
f7d26b8d,cryptarithm_deduce,/@,-`,0,0,6018
a88f9fe3,cryptarithm_deduce,<],6,0,1,7680
802c3591,cryptarithm_deduce,"`""""""",70,0,1,7680
f7828fc1,cryptarithm_deduce,"@${""",41,0,1,7680
d7662688,cryptarithm_deduce,]&]],]&]],1,0,316
3b206148,cryptarithm_deduce,!>?,+#(,0,0,2695
1fb37a08,cryptarithm_deduce,$!:,$@,0,0,328
1d15b7e6,cryptarithm_deduce,|['{,18,0,1,7680
4de466bf,cryptarithm_deduce,^[,2,0,1,7680
df3262bc,cryptarithm_deduce,]/,951,0,1,7680
a1503629,cryptarithm_deduce,@)[[,1,0,1,7680
7a5cfe3e,cryptarithm_deduce,-#>,8,0,1,7680
ba7d54c4,cryptarithm_deduce,>((<,?|`,0,0,1430
9eaae1f1,cryptarithm_deduce,/\,:&,0,0,2598
2ff200fb,cryptarithm_deduce,)^,4,0,1,7680
9fbd6a44,cryptarithm_deduce,::'',5,0,1,7680
9081e954,cryptarithm_deduce,}{#,-85,0,1,7680
