id,category,gold,pred,correct,truncated,n_tokens
7f21620f,cryptarithm_deduce,")""/{",&II,0,0,3233
ca85809b,cryptarithm_deduce,%!^&,[#J,0,0,3582
2d89386e,cryptarithm_deduce,:,$<,0,0,1812
f2a25cf9,cryptarithm_deduce,:!,?)^^,0,0,2646
d7bcb4a6,cryptarithm_deduce,}{,#%|,0,0,2494
be7a9eb1,cryptarithm_deduce,[]`','%]],0,0,3765
b2a8384e,cryptarithm_deduce,-$,-$),0,0,2084
a26065d4,cryptarithm_deduce,<',&@,0,0,1555
a12f00f4,cryptarithm_deduce,$:[,'),0,0,1625
162ff61a,cryptarithm_deduce,?!,]!>?,0,0,2207
e582df31,cryptarithm_deduce,}@,?},0,0,4701
56ac76c6,cryptarithm_deduce,>&{,?@,0,0,1350
23c59364,cryptarithm_deduce,>/,/|>|,0,0,2778
eac0e775,cryptarithm_deduce,<@<(,<@<(<,0,0,442
9f8fda8a,cryptarithm_deduce,\#,:\,0,0,3264
ae4aef23,cryptarithm_deduce,%<<,||,0,0,1324
9cc02bc1,cryptarithm_deduce,:#:',:#:',1,0,591
d350828e,cryptarithm_deduce,}!||,"/""",0,0,4189
bb9dd0ad,cryptarithm_deduce,/^//,>\/,0,0,1724
d23f4166,cryptarithm_deduce,{|)@,{@@,0,0,2253
434ca68a,cryptarithm_deduce,%&&,<{)%,0,0,2110
f80d2e10,cryptarithm_deduce,{)^],"""#{#",0,0,3004
712fe3e4,cryptarithm_deduce,:#$#,$)$,0,0,2632
23b0eb54,cryptarithm_deduce,]/:),]/:),1,0,416
d6c03e21,cryptarithm_deduce,&(`#,&(`#,1,0,522
ff0e37ae,cryptarithm_deduce,"%'""`","%'""`",1,0,447
42bde66c,cryptarithm_deduce,>),<),0,0,1417
dbdbbaa3,cryptarithm_deduce,>'',}>,0,0,2377
02b8d816,cryptarithm_deduce,>$$>,>$$>,1,0,427
6beb3a1f,cryptarithm_deduce,??,-&&,0,0,1429
d29e19a4,cryptarithm_deduce,?|,>'',0,0,2036
41554020,cryptarithm_deduce,?:,|:}@,0,0,1916
a0db1e75,cryptarithm_deduce,"-""!",<`,0,0,1639
10b71e8a,cryptarithm_deduce,#}:,\],0,0,3574
f06547b1,cryptarithm_deduce,"[%""",""">>",0,0,5440
191ac967,cryptarithm_deduce,!>,/}L?,0,0,3025
8494aad3,cryptarithm_deduce,"""`#&","#&""",0,0,2657
923ac2b5,cryptarithm_deduce,#'<@,[\],0,0,1874
dc6c0d49,cryptarithm_deduce,:>?#,!@#,0,0,1629
cd2e20b9,cryptarithm_deduce,||`,IJ,0,0,2218
cad4b9a7,cryptarithm_deduce,"#""^",^^(,0,0,2256
9346686a,cryptarithm_deduce,:(,"""/",0,0,1479
3e5c7d9b,cryptarithm_deduce,-(|,[),0,0,1712
f7d26b8d,cryptarithm_deduce,/@,]`,0,0,2314
a88f9fe3,cryptarithm_deduce,<],}}?,0,0,2174
802c3591,cryptarithm_deduce,"`""""""",#``,0,0,2045
f7828fc1,cryptarithm_deduce,"@${""",]$],0,0,2321
d7662688,cryptarithm_deduce,]&]],]]&]],0,0,412
3b206148,cryptarithm_deduce,!>?,#?,0,0,1474
1fb37a08,cryptarithm_deduce,$!:,!<%@,0,0,3676
1d15b7e6,cryptarithm_deduce,|['{,$[[,0,0,3533
4de466bf,cryptarithm_deduce,^[,/::,0,0,3016
df3262bc,cryptarithm_deduce,]/,-],0,0,1486
a1503629,cryptarithm_deduce,@)[[,)%%,0,0,1487
7a5cfe3e,cryptarithm_deduce,-#>,->&,0,0,3187
ba7d54c4,cryptarithm_deduce,>((<,)`'|,0,0,2861
9eaae1f1,cryptarithm_deduce,/\,-|',0,0,1664
2ff200fb,cryptarithm_deduce,)^,-[%,0,0,1528
9fbd6a44,cryptarithm_deduce,::'',>[\,0,0,2825
9081e954,cryptarithm_deduce,}{#,%{,0,0,4086
12734c90,cryptarithm_deduce,]@>[,]'@],0,0,3477
a610040a,cryptarithm_deduce,:(|:,&+{,0,0,1479
7cac497a,cryptarithm_deduce,"%""""`",\&#,0,0,3569
810028f1,cryptarithm_deduce,-&\,&(,0,0,4246
a77be9fa,cryptarithm_deduce,"[""","$""",0,0,1684
b9f1d959,cryptarithm_deduce,:>,"""\",0,0,1088
46fcfa9c,cryptarithm_deduce,-@?,-(},0,0,1849
35a562bd,cryptarithm_deduce,(%(?,){'},0,0,1409
0b0a3643,cryptarithm_deduce,"""""",-%),0,0,1712
67995540,cryptarithm_deduce,|%@,"""%",0,0,2949
c05828eb,cryptarithm_deduce,-!|,-@),0,0,2137
9b4cffb2,cryptarithm_deduce,&@<,```,0,0,2399
b391ffe1,cryptarithm_deduce,#!,`^!,0,0,1899
193c21d5,cryptarithm_deduce,}>[[,{%?|,0,0,1698
2c9a8df6,cryptarithm_deduce,-]\,\,0,0,1647
2a5e45a4,cryptarithm_deduce,`@},)@,0,0,1671
