id,category,gold,pred,correct,truncated,n_tokens
7f21620f,cryptarithm_deduce,")""/{","&^^""",0,0,577
ca85809b,cryptarithm_deduce,%!^&,&#`,0,0,433
2d89386e,cryptarithm_deduce,:,-]''],0,0,690
f2a25cf9,cryptarithm_deduce,:!,!,0,0,774
d7bcb4a6,cryptarithm_deduce,}{,/:,0,0,687
be7a9eb1,cryptarithm_deduce,[]`',?%,0,0,683
b2a8384e,cryptarithm_deduce,-$,$),0,0,672
a26065d4,cryptarithm_deduce,<',<|[<,0,0,676
a12f00f4,cryptarithm_deduce,$:[,[',0,0,657
162ff61a,cryptarithm_deduce,?!,%!-,0,0,663
e582df31,cryptarithm_deduce,}@,!#,0,0,503
56ac76c6,cryptarithm_deduce,>&{,^`,0,0,666
23c59364,cryptarithm_deduce,>/,"|#}""""",0,0,736
eac0e775,cryptarithm_deduce,<@<(,:@),0,0,606
9f8fda8a,cryptarithm_deduce,\#,!<,0,0,765
ae4aef23,cryptarithm_deduce,%<<,|&,0,0,667
9cc02bc1,cryptarithm_deduce,:#:',::#,0,0,697
d350828e,cryptarithm_deduce,}!||,!|,0,0,760
bb9dd0ad,cryptarithm_deduce,/^//,?><?,0,0,729
d23f4166,cryptarithm_deduce,{|)@,)'}',0,0,582
434ca68a,cryptarithm_deduce,%&&,<&%,0,0,579
f80d2e10,cryptarithm_deduce,{)^],"&""^",0,0,519
712fe3e4,cryptarithm_deduce,:#$#,$$,0,0,544
23b0eb54,cryptarithm_deduce,]/:),}(,0,0,550
d6c03e21,cryptarithm_deduce,&(`#,'&[`,0,0,642
ff0e37ae,cryptarithm_deduce,"%'""`",'%?,0,0,541
42bde66c,cryptarithm_deduce,>),#^,0,0,575
dbdbbaa3,cryptarithm_deduce,>'',$$$,0,0,653
02b8d816,cryptarithm_deduce,>$$>,!$\\,0,0,598
6beb3a1f,cryptarithm_deduce,??,/`,0,0,586
d29e19a4,cryptarithm_deduce,?|,\^,0,0,654
41554020,cryptarithm_deduce,?:,-??,0,0,663
a0db1e75,cryptarithm_deduce,"-""!",-'',0,0,703
10b71e8a,cryptarithm_deduce,#}:,}},0,0,638
f06547b1,cryptarithm_deduce,"[%""",!%,0,0,588
191ac967,cryptarithm_deduce,!>,?@,0,0,715
8494aad3,cryptarithm_deduce,"""`#&",!^&),0,0,471
923ac2b5,cryptarithm_deduce,#'<@,2,0,1,7680
dc6c0d49,cryptarithm_deduce,:>?#,!>@,0,0,693
cd2e20b9,cryptarithm_deduce,||`,``,0,0,444
cad4b9a7,cryptarithm_deduce,"#""^",^^^,0,0,635
9346686a,cryptarithm_deduce,:(,!,0,0,779
3e5c7d9b,cryptarithm_deduce,-(|,^,0,0,496
f7d26b8d,cryptarithm_deduce,/@,$`,0,0,692
a88f9fe3,cryptarithm_deduce,<],<#!,0,0,603
802c3591,cryptarithm_deduce,"`""""""",!#,0,0,543
f7828fc1,cryptarithm_deduce,"@${""",$^,0,0,580
d7662688,cryptarithm_deduce,]&]],"]%+""",0,0,595
3b206148,cryptarithm_deduce,!>?,?!,0,0,625
1fb37a08,cryptarithm_deduce,$!:,!&/|,0,0,599
1d15b7e6,cryptarithm_deduce,|['{,[|![,0,0,652
4de466bf,cryptarithm_deduce,^[,$@|,0,0,631
df3262bc,cryptarithm_deduce,]/,<,0,0,501
a1503629,cryptarithm_deduce,@)[[,<$<,0,0,582
7a5cfe3e,cryptarithm_deduce,-#>,-/,0,0,700
ba7d54c4,cryptarithm_deduce,>((<,``,0,0,645
9eaae1f1,cryptarithm_deduce,/\,/\],0,0,562
2ff200fb,cryptarithm_deduce,)^,),0,0,636
9fbd6a44,cryptarithm_deduce,::'',>$>,0,0,705
9081e954,cryptarithm_deduce,}{#,?,0,0,678
12734c90,cryptarithm_deduce,]@>[,[@&,0,0,696
a610040a,cryptarithm_deduce,:(|:,@|,0,0,691
7cac497a,cryptarithm_deduce,"%""""`",&%,0,0,751
810028f1,cryptarithm_deduce,-&\,-`,0,0,677
a77be9fa,cryptarithm_deduce,"[""",>\,0,0,578
b9f1d959,cryptarithm_deduce,:>,>>>,0,0,637
46fcfa9c,cryptarithm_deduce,-@?,$>,0,0,689
35a562bd,cryptarithm_deduce,(%(?,])',0,0,660
0b0a3643,cryptarithm_deduce,"""""",//,0,0,568
67995540,cryptarithm_deduce,|%@,'/:&,0,0,623
c05828eb,cryptarithm_deduce,-!|,-/!,0,0,926
9b4cffb2,cryptarithm_deduce,&@<,9,0,1,7680
b391ffe1,cryptarithm_deduce,#!,!,0,0,607
193c21d5,cryptarithm_deduce,}>[[,">|""\",0,0,6198
2c9a8df6,cryptarithm_deduce,-]\,&[,0,0,696
2a5e45a4,cryptarithm_deduce,`@},||,0,0,686
d8d87a89,cryptarithm_deduce,{,!{,0,0,645
a266aeb5,cryptarithm_deduce,({,?$,0,0,592
60f55291,cryptarithm_deduce,/\|?,"""\:!",0,0,628
610bf536,cryptarithm_deduce,^,)%,0,0,651
1ab54795,cryptarithm_deduce,%,%\,0,0,647
c413ac69,cryptarithm_deduce,"{""]",^%,0,0,451
d13e92ec,cryptarithm_deduce,?&,-^&,0,0,729
787a1344,cryptarithm_deduce,-[\,!&),0,0,549
d7aec90d,cryptarithm_deduce,^>\,??,0,0,544
38c7aca1,cryptarithm_deduce,!!]{,&',0,0,626
e483e127,cryptarithm_deduce,#''>,|#,0,0,536
a644f19d,cryptarithm_deduce,#:,!##,0,0,523
d5602cc5,cryptarithm_deduce,(%,<!,0,0,608
fa714b83,cryptarithm_deduce,/,%$',0,0,694
0d2e94ff,cryptarithm_deduce,}}^,|<&,0,0,727
f624f57c,cryptarithm_deduce,[,@,0,0,634
d0e1010b,cryptarithm_deduce,!&&},$&$$,0,0,759
d2fe9d04,cryptarithm_deduce,)}),>>/,0,0,603
9a19fc2d,cryptarithm_deduce,#>[,>[[,0,0,640
ae64d5e4,cryptarithm_deduce,[,[!,0,0,607
289602f1,cryptarithm_deduce,?!,(#,0,0,631
6eb85496,cryptarithm_deduce,>^],>%,0,0,636
acf8c11f,cryptarithm_deduce,"""'",1,0,1,7680
684de068,cryptarithm_deduce,"^""","^""",1,0,674
cb7bb0d0,cryptarithm_guess,}!,@,0,0,522
99b7018f,cryptarithm_guess,>\:,5,0,1,7680
9eacc9a2,cryptarithm_guess,%?}%,?,0,0,816
0c30f561,cryptarithm_guess,-],^#%,0,0,491
8d9a062b,cryptarithm_guess,^!,!^,0,0,475
4bb8c6cd,cryptarithm_guess,]}\!,!`\,0,0,526
f3959455,cryptarithm_guess,:$,>a,0,0,633
dba045b0,cryptarithm_guess,`,}<},0,0,165
fa4d703a,cryptarithm_guess,"^^""""",<<^^,0,0,578
82109e34,cryptarithm_guess,-@>,@,0,0,482
48817fa0,cryptarithm_guess,##:%,@@[],0,0,613
0625f633,cryptarithm_guess,@@//,!',0,0,478
837a6ae7,cryptarithm_guess,<>\>,@%,0,0,503
9f1015a1,cryptarithm_guess,-$\,#:,0,0,584
6c30f260,cryptarithm_guess,-\(,!',0,0,625
8f1af066,cryptarithm_guess,-`[,$$$$,0,0,536
f45dd620,cryptarithm_guess,-??,"-$""",0,0,671
b1181806,cryptarithm_guess,|>>,&%,0,0,756
54e8c553,cryptarithm_guess,$$<<,<$,0,0,639
5e989cc5,cryptarithm_guess,$$,:)>,0,0,589
55f4fa64,cryptarithm_guess,{{!?,!|},0,0,534
74914eac,cryptarithm_guess,::,"!"":!",0,0,576
27fdca03,cryptarithm_guess,@!,!,0,0,836
bbcd608d,cryptarithm_guess,''[,&%,0,0,528
b271a61c,cryptarithm_guess,*@^,<}@,0,0,525
62fc7798,cryptarithm_guess,}&,`&,0,0,621
563bf8f9,cryptarithm_guess,-'/,{<,0,0,669
9dfe5ac9,cryptarithm_guess,"'\%""",/%%',0,0,583
cca64860,cryptarithm_guess,(,!&,0,0,484
5d35ee2e,cryptarithm_guess,&/{,\&&,0,0,585
40ba1b6f,cryptarithm_guess,$(,{},0,0,732
2db53c85,cryptarithm_guess,)//:,&,0,0,502
02902eb3,cryptarithm_guess,>/,%/,0,0,594
c9e16aff,cryptarithm_guess,]:(],"$(#""",0,0,574
f5126d48,cryptarithm_guess,${&@,&/,0,0,442
b16d6db2,cryptarithm_guess,":""<",@[,0,0,722
2d624cab,cryptarithm_guess,![)],!`,0,0,547
5998ac05,cryptarithm_guess,"""<",@?,0,0,753
21ee162c,cryptarithm_guess,'&{,'#',0,0,588
73e0994b,cryptarithm_guess,)<',-|),0,0,496
